participant	word	word_familiarity	participant_vocabulary_size	resp.rt	log_rt	keep_participant	keep_word
p1	törődik	1	0.7142857142857143	0.5258000000007428	-0.6428343666849435	FALSE	FALSE
p1	ellenfél	1	0.7142857142857143	0.623800000000756	-0.4719254748072223	FALSE	FALSE
p1	pohár	1	0.7142857142857143	0.6271999999992488	-0.4664898099471367	FALSE	FALSE
p1	extrém	1	0.7142857142857143	0.5943000000007714	-0.520371036608224	FALSE	FALSE
p1	eszköz	0.9795918367346939	0.7142857142857143	0.939200000001108	-0.06272682990712529	FALSE	FALSE
p1	időszak	0.9795918367346939	0.7142857142857143	0.5974999999999966	-0.515000995176477	FALSE	FALSE
p1	alkalom	0.9795918367346939	0.7142857142857143	0.661199999999269	-0.41369891303637346	FALSE	FALSE
p1	szegény	0.9795918367346939	0.7142857142857143	0.5974000000003628	-0.5151683731995204	FALSE	TRUE
p1	közhely	0.9591836734693877	0.7142857142857143	0.6154000000003634	-0.48548281609360505	FALSE	FALSE
p1	tartalom	0.9591836734693877	0.7142857142857143	0.7058000000007496	-0.3484233677399053	FALSE	FALSE
p1	mítosz	0.9591836734693877	0.7142857142857143	0.7129000000003884	-0.33841412085800937	FALSE	FALSE
p1	rejtőzik	0.9591836734693877	0.7142857142857143	0.6713999999984992	-0.3983901944384378	FALSE	FALSE
p1	karakter	0.9387755102040817	0.7142857142857143	0.8007999999989011	-0.22214405098249854	FALSE	FALSE
p1	dolog	0.9387755102040817	0.7142857142857143	0.7158000000007405	-0.3343544806491771	FALSE	FALSE
p1	törékeny	0.9387755102040817	0.7142857142857143	0.6988999999985026	-0.3582476085011962	FALSE	FALSE
p1	barát	0.9387755102040817	0.7142857142857143	0.6552000000011162	-0.42281474644157374	FALSE	FALSE
p1	gazdag	0.9183673469387755	0.7142857142857143	0.5923999999985199	-0.5235731965909919	FALSE	FALSE
p1	kötődik	0.9183673469387755	0.7142857142857143	0.6101999999992813	-0.49396850670074555	FALSE	FALSE
p1	profit	0.9183673469387755	0.7142857142857143	0.6108000000007223	-0.4929857056364771	FALSE	FALSE
p1	példakép	0.9183673469387755	0.7142857142857143	0.6551999999992404	-0.42281474644443673	FALSE	FALSE
